class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,4848,,2130706432,242,0,0,0,0,0,0,176,154092,535386,67182,296,0,326654,0,0,0,0,0,495626,232048,428012,211298,0,0,0,0,544,50,0,0,0,0,0,1032,732048,4268,19784,0,2452,370,726,1686,10744,740808,342,4,0,0,427668,188802,54208,34182,21018,12976,12580,5698,0,0,923920,0,290,64,10,326654,17344,151468,266906,,,,,,,,,421760,4847.74,923920,923920,910528,2599,1542,88388,919020,757132,1209600,25730,4,98,0,505248.0,48.96,249934.08,0,728,0,0,0,1714,284248,389096,71722,8994,1334,24,32,36,923920,,4012,420,34828,161630,44582,255716,240666,15192,86,0,482,504,424430,51076,0,16004,0,100,523612,1676,116,0,0,0,0,0,0,0,0,16376,2262,448,0,0,9618,1286,3171280,330998,0,0,0,0,174450,951.5,972,259570,301124,150984,37316,7246,872,20,0,0,0,0,0
neg,41314,,2130706432,216,0,0,0,0,0,0,1420,30756,1190870,1040020,12478,0,980412,0,0,0,0,0,2118656,1936464,222452,149428,0,0,0,0,780,192,0,0,0,0,0,0,174552,1487714,613278,0,970,298,490,692,144852,2128056,186,0,0,0,491486,644934,434722,292192,160464,94230,157332,184,0,0,2341388,0,2082,534,2,980412,20582,110618,110974,127540,,,,,,,,91280,41313.25,2341388,2341388,2335446,11660,7890,110590,1127740,2275544,1209600,71476,2,58,0,2093445.12,0.0,180264.96,0,106,0,0,0,8930,258864,962544,976442,61490,6644,630,248,252,2341388,,2776,334,8014,137324,135000,1881856,109086,1154,0,0,310,406,2075170,774382,0,578,0,22,2109428,1266,302,0,0,0,0,0,0,0,0,11022,10060,6236,0,0,55096,10844,5579660,632322,0,0,0,0,1313310,711.46,848,196486,321808,206550,95066,249634,216252,236868,547908,198384,6588,0,0
neg,64134,,2130706434,666,0,0,0,0,0,0,166708,2347550,1868156,189880,11196,706,1944620,1590,0,0,296,532,3698516,2739372,1255756,845602,0,0,0,0,1418,268,0,0,0,0,0,74446,2430298,409638,1669814,0,3392,470,980,74268,3103300,1401698,88,0,0,0,1285700,1081796,384458,297918,232188,206754,387872,679454,28006,50,4955490,558,1878,508,68,1944620,71244,628058,614702,334980,318420,285520,281640,,,,,22480,64133.54,4955490,4955490,4931088,34837,30564,3680,105340,4584196,1209600,114394,2,114,0,4073213.76,0.0,506853.12,0,0,0,0,13284,814164,2410960,1200740,125424,15376,4032,216,13568,13712,4955490,,7480,888,120112,214820,262454,3278702,662008,37422,310,0,1088,830,1991736,248206,0,107344,0,50,4118466,3794,126,0,0,0,0,0,0,0,0,48642,66844,23556,0,0,72152,13360,32123780,3611086,0,0,0,0,35211790,1582.32,2040,538920,987078,731216,414974,1015756,804606,89672,1928,46,0,0,0
neg,14,,2130706432,6,0,0,0,0,0,0,92,0,17616,2594,0,0,6376,0,0,0,0,0,18534,12170,11828,3296,0,0,0,0,76,32,0,0,0,0,0,0,8938,0,11364,0,1042,16,46,74,2346,16538,240,0,0,0,19248,432,56,180,40,34,214,98,0,0,30390,6,4,2,0,6376,358,3260,8528,,,,,,,,,11580,13.58,30390,30390,34094,32,0,2804,30040,20302,1209600,648,2,12,0,3613.44,0.0,15656.64,0,0,0,0,0,66,9012,10906,318,0,0,0,2,8,30390,,1138,30,30,114,2802,9328,6248,586,26,0,10,288,5434,18,0,4,0,36,5700,120,60,0,0,0,0,0,0,0,0,310,0,0,0,0,124,32,10180,1002,0,0,0,0,0,82.08,72,17294,2914,94,0,0,0,0,0,0,0,0,0
neg,29096,,722,624,0,0,0,0,0,0,1438,180106,1394214,485224,33840,4276,915726,0,0,0,0,0,1771762,1439538,423014,290160,0,0,0,0,2144,330,0,0,0,0,0,0,595188,1503798,112,0,1624,1064,1732,23454,1086172,983032,2020,0,0,0,766000,563060,231242,145304,101702,72010,80320,139236,224,0,2195218,226,746,602,2,915726,30808,191964,229080,244360,,,,,,,,173940,29096.21,2195218,2195218,2193148,12323,1418,94884,980600,2099098,1209600,55438,0,138,0,1777974.72,0.0,318895.68,0,0,0,0,0,30952,602392,1141554,305700,15152,3202,146,4,8,2195218,,3272,496,51694,165340,108354,1415154,343726,10998,64,0,978,1000,1763058,148562,44,18204,0,0,1796650,1600,450,0,0,0,0,0,0,0,0,18044,14586,2704,0,0,52662,8808,68960,12004,0,0,0,0,2212960,828.64,934,332582,421122,278432,143434,346940,380184,136552,42130,17722,0,0,0
neg,2450,0,90,70,0,0,0,0,0,0,12236,143164,8776,0,0,0,72508,0,0,0,730,1204,147818,120514,119232,13634,0,0,0,0,22,216,0,0,0,0,0,0,0,60074,104102,0,572,364,638,2592,2250,13118,143196,1446,0,0,88704,50818,12926,5842,2330,1216,510,1214,486,130,267914,34,10,146,0,72508,2212,93192,24628,,,,,,,,,117540,2449.35,267914,267914,266838,780,0,25744,266540,164406,1209600,3778,6,26,0,123086.4,0.0,38423.04,10,112,0,0,8636,114024,37438,3064,918,94,2,0,4,10,267914,0,3010,48,8140,9484,54528,85090,3856,20,0,0,78,466,126530,65086,0,18,0,0,126636,310,290,0,0,0,0,0,0,0,0,1548,30,24,51654,8044,1186,642,725880,72658,259186,48,0,0,1449400,298.58,220,41924,19324,5442,2352,5772,18122,49074,22166,0,0,0,0
neg,3088,0,66,,0,0,0,0,0,0,8980,75718,121272,116842,2960,0,132078,0,0,0,876,1946,287548,252352,68790,22872,0,0,0,0,26,50,0,0,0,0,0,260,25914,261894,37704,0,1904,416,800,854,2992,62854,255120,832,0,0,222610,43550,19456,10772,6858,5426,3586,3756,2136,7622,357374,10,20,10,0,132078,3240,26438,41928,,,,,,,,,67460,3087.03,357374,357374,348216,1076,6162,34570,355940,326128,1209600,0,,,,172822.08,100543.68,51242.88,14,138,0,0,4556,25818,86532,128690,78706,1334,130,6,,0,357374,0,1964,134,31722,59978,41508,80946,106754,2766,0,0,,,,,,,,,,690,94,0,0,190,100720,0,0,0,0,1846,898,152,639592,75732,8630,1184,259900,43498,144192,3026,0,0,2087040,408.72,334,155298,41670,21852,6464,8926,7628,11806,62578,9550,0,0,0
neg,14504,,462,560,0,0,0,0,0,0,1318,17216,876526,181926,11608,2200,440250,0,0,0,0,0,1013328,878160,177884,107060,0,0,4388,0,1630,424,0,0,0,0,0,0,169458,921336,0,0,1452,1098,1896,28578,593460,464256,54,0,0,0,378188,405518,135516,60794,35610,21174,24190,29804,0,0,1191582,10,10,48,6,440250,12226,53216,124184,,,,,,,,,175140,14504.42,1191582,1191582,1185496,5589,37326,116824,1188420,1090794,1209600,28876,2,24,0,989288.64,0.0,100355.52,0,0,0,0,0,1674,343316,654644,81860,7106,2008,186,518,514,1191582,,1870,284,13936,131336,63546,600142,269438,10082,160,0,1298,1226,220130,1668,0,7628,0,46,997262,822,102,0,0,0,0,0,0,0,0,7256,4112,1138,0,0,14516,2350,16121080,2555252,0,0,0,0,0,574.62,666,109358,280084,294492,115784,129824,68140,42672,21750,26604,2086,0,0
neg,3676,0,106,76,0,0,0,0,240,14776,198448,17280,2684,0,0,0,70568,0,0,0,19998,32132,185900,176796,62306,17300,0,0,0,0,48,72,0,0,0,0,0,0,9922,119754,103752,0,342,74,100,2138,2154,214206,8670,5720,24,0,125578,69570,19386,9920,4840,2362,758,696,230,88,268290,214,234,118,2,70568,2018,29500,32182,,,,,,,,,61140,3676.47,268290,268290,268316,1145,194,26184,267040,233612,1209600,4436,2,10,0,178742.4,0.0,53541.12,2,68,710,2904,190522,31060,6948,1144,120,20,0,0,0,36,268290,0,1486,48,9670,17470,151914,52590,250,0,0,0,94,98,111158,112494,0,26,0,0,181510,320,294,0,0,0,0,0,0,0,0,1920,356,144,176758,20004,3666,642,2593480,260294,263054,624,0,0,2676480,293.7,188,55628,21102,10842,4778,10548,16370,86316,27166,678,0,0,0
neg,29212,,0,,0,0,0,0,0,0,138,79722,1254056,572162,754,0,880560,0,0,,0,0,1799588,1660058,230062,105844,0,0,0,0,0,0,0,0,0,0,0,29910,459002,811378,606542,0,4750,2106,1276,1912,476052,1420638,98,0,0,0,721574,343052,250534,201016,158342,123678,105110,3526,0,0,2029824,16,34,64,32,880560,17428,121234,106840,146040,0,0,0,0,0,0,0,81080,29212.03,2029824,2029824,,11750,148536,,816440,,1209600,0,,,,1735554.24,0.0,167648.64,,,0,0,0,17418,533320,1240246,106264,7632,1904,48,,0,2029824,,3500,242,66620,81770,106408,1485546,158730,3974,42,0,,,,,,,,,,872,126,,,,,,,,,9056,34530,5858,0,0,66004,8952,5247720,637932,0,0,0,0,,,,178212,389166,308614,147928,299532,269706,178016,70984,60944,3730,0,0
neg,8418,,106,54,0,0,0,0,0,7850,207724,188898,118626,538,0,0,269560,0,0,0,9002,14120,450698,391548,138258,48976,0,0,0,0,86,56,0,0,0,0,0,0,508,309204,213924,0,1434,170,312,414,173060,348246,0,0,0,0,113378,179558,72350,43098,25198,18218,20498,39818,11126,394,598226,50,20,660,26,269560,9000,82248,55142,,,,,,,,,136360,8418.83,598226,598226,600148,3267,54,58542,596000,523636,1209600,17132,60,162,0,468498.24,0.0,53499.84,,,0,48,94004,209332,176484,37014,5090,1502,162,0,24,32,598226,,1526,168,23790,26750,20516,387944,58796,4134,12,0,76,112,463704,122838,0,6,0,0,469008,504,52,0,0,0,0,0,0,0,0,5248,1676,600,1517816,212512,22774,3990,5020,556,577246,12998,0,0,0,,,58460,72668,76410,42010,105842,16172,28028,122836,1210,0,0,0
pos,239812,0,3162,,0,0,0,0,39240,2520492,14099086,18219738,8982686,525614,0,0,14849152,16198,0,0,872440,1492978,35070074,30909810,10305826,4587528,184,0,0,0,3328,404,0,0,0,0,0,0,0,3843850,40543006,0,31476,9196,12808,20760,63138,35682974,4662080,3902460,1964,0,32230512,6479232,1856122,1070262,757162,507450,408726,512552,228538,336300,46251480,292,15344,6706,418,14849152,472700,1978750,8316156,592420,523840,447480,414440,282400,247480,235880,236440,196580,239811.94,46251480,46251480,45984544,104801,21154,118836,245080,44471776,1209600,0,,,,16655750.4,1609518.72,26179985.28,362,3050,4540,443786,4264018,7785174,14633508,13910532,2643716,574880,111628,15074,,0,46251480,0,32860,4218,9040668,10039776,8313954,14175846,2667724,111572,238,0,,,,,,,,,,53250,2196,389490,1844646,0,0,0,0,0,0,260598,78770,16814,0,0,1033806,153440,58161340,5910284,0,0,0,0,199812340,10229.02,9540,28039562,5423582,3155842,874320,1648016,4692862,274202,274162,4308,0,0,0
neg,28006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128138,0,0,0,74388,105324,5406764,5037776,691222,368676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6173314,0,0,0,0,2128138,50518,176378,513168,107960,142360,125840,101320,189700,,,,15160,28006.51,6173314,6173314,2626,0,0,6904,115460,0,1209600,0,0,0,0,2228871.36,2690226.24,1022703.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6173314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,8,,4,4,0,0,0,0,0,0,26,2002,4280,0,0,0,1518,0,0,0,0,0,11408,7756,12970,396,0,0,0,0,18,18,0,0,0,0,0,0,0,20,6288,0,1064,46,58,40,1078,4022,0,0,0,0,5310,274,78,214,24,20,348,40,0,0,24436,0,0,0,0,1518,170,10986,1972,,,,,,,,,12800,7.32,24436,24436,25366,19,34,1978,24220,6308,1209600,294,0,2,0,1277.76,0.0,2175.36,12288,,0,0,0,1564,3770,682,292,0,0,0,2,12,24436,,996,18,76,30,18,2010,2584,542,34,0,2,26,1546,44,0,0,0,0,2564,42,100,0,0,0,0,0,0,0,0,214,0,0,0,0,28,6,1460,146,0,0,0,0,0,0,0,3204,2958,48,14,28,46,8,2,0,0,0,0
neg,1120,,82,78,0,0,0,0,0,0,352,59402,36956,10638,0,0,49818,0,240,0,0,0,111034,92406,43634,8022,0,0,0,0,386,114,0,0,0,0,0,0,39922,67426,0,0,360,106,78,108,14196,92488,12,0,0,0,53158,40144,9110,3640,684,240,182,190,0,0,154794,8,270,66,2,49818,1494,27496,16046,,,,,,,,,42740,1119.75,154794,154794,155134,286,848,14680,153640,107348,1209600,2784,0,24,0,69532.8,0.0,37437.12,0,0,0,0,0,38244,45034,21672,2038,324,36,0,0,4,154794,,446,54,604,7526,7072,29972,56070,5558,46,0,126,426,74000,36464,0,6,0,18,74564,208,98,0,0,0,0,0,0,0,0,1144,392,88,0,0,1942,340,2040,1892,0,0,0,0,30270,209.26,178,40026,16676,3334,2636,15984,28628,50,8,6,0,0,0
neg,32,,10,10,0,0,0,0,0,0,92,5488,3312,676,0,0,3734,0,0,0,0,0,11000,8022,6982,1064,0,0,0,0,38,20,0,0,0,0,0,0,8264,1304,0,0,110,10,26,32,1056,8130,204,0,0,0,7846,1234,262,138,36,22,28,2,0,0,17998,2,12,2,0,3734,260,4170,2784,,,,,,,,,6820,32.31,17998,17998,19936,18,124,1664,17800,9568,1209600,672,2,6,0,4600.32,0.0,4914.24,0,0,0,0,0,3622,4710,1200,36,0,0,0,0,6,17998,,138,10,24,32,414,2532,4852,1446,120,0,22,124,4538,58,0,26,0,112,5366,72,38,0,0,0,0,0,0,0,0,176,20,2,0,0,292,88,2080,332,0,0,0,0,0,95.26,52,5362,3320,628,108,102,10,8,8,22,0,0,0
neg,30514,,,,0,0,0,0,0,0,2010,100210,1486952,389534,30,0,745052,5782,82,,0,0,1557168,1249398,594454,253990,,0,0,0,0,0,0,0,0,0,0,3088,620502,1285806,69340,0,4570,2964,5242,6320,921162,1038472,6,0,0,0,831966,342946,187198,126304,96382,99668,158844,127278,8150,0,2152002,,,936,30,745052,26938,272924,316288,324460,0,0,0,0,0,0,0,263480,30514.43,2152002,2152002,,12842,,,936820,,1209600,0,,,,,,,,,0,0,0,5456,909750,973782,73360,13326,2984,78,,,2152002,,3470,252,69340,110370,206700,1460332,125024,3242,6,0,,,,,,,,,,1386,,,,,,,,,,17038,,,,,,,,,,,,,,,,205130,368640,272198,164954,427912,255804,128640,58098,86858,10502,,
neg,14,,8,6,0,0,0,0,0,0,1022,2124,1856,644,454,0,2554,0,154,0,0,0,13340,11108,8910,184,0,0,0,0,8,10,0,0,0,0,0,0,0,1534,4566,0,1056,28,20,18,138,4840,0,0,0,0,4714,188,108,192,20,18,94,470,108,188,22276,0,4,0,0,2554,146,6778,2122,,,,,,,,,8760,14.7,22276,22276,23292,31,0,2066,22100,6100,1209600,298,0,2,0,2077.44,0.0,2967.36,,,0,0,382,2052,1836,1640,164,26,0,0,4,8,22276,,1062,4,94,1474,278,2796,392,0,0,0,8,20,1688,96,0,0,0,0,2394,48,56,0,0,0,0,0,0,0,0,144,0,0,390,618,76,12,720,72,7318,50,0,0,0,,,4252,1390,110,132,106,44,30,36,0,0,0,0
neg,100058,,748,718,0,0,0,0,0,0,4738,614310,4459198,2180864,183982,24092,3133054,0,0,0,0,0,6478856,5480804,1697010,883886,0,0,5630,0,1414,428,0,0,0,0,0,116666,1044178,2982238,3324102,0,4120,2486,3860,21394,5038514,2393168,3642,0,0,0,2409158,2288588,647836,419910,304886,250268,386840,758038,1660,0,8176852,978,2992,2746,14,3133054,102458,996210,682156,280040,310560,229060,224440,189160,228600,,,221000,100057.37,8176852,8176852,8154306,45195,752,83808,905780,7467184,1209600,272732,4,168,0,6137240.64,0,1325525.76,0,0,0,0,0,94400,1783784,4339750,1182184,59990,6898,178,408,412,8176852,,8436,1020,128248,702140,392838,4887820,1281592,64348,742,0,1214,1152,6084288,986968,0,2430,0,32,6223800,4690,432,0,0,0,0,0,0,0,0,53540,109542,54196,0,0,270102,44840,16494620,1679026,7351910,1736,0,0,1064370,2516.9,2460,1395790,1275366,983302,554190,1757686,1456108,43476,1158,108,0,0,0
neg,208332,,,,,,0,0,0,0,180730,4670616,7121202,1291420,10508,0,5068866,0,64,,4034,6872,11292182,10014052,2178400,1224448,,0,0,0,,,0,0,0,0,0,392702,6201268,3969154,2711352,0,10928,14894,19516,39720,2519400,10605804,64214,0,0,0,4448206,1993496,862110,708598,677786,847038,1635200,1899584,198540,3918,13475876,,,,,5068866,147324,1345256,829754,192140,215040,204840,214120,194940,205500,178920,162940,31000,208331.6,13475876,13475876,,106866,,,147980,,1209600,,,,,12508267.2,0.0,761704.32,,,0,0,33962,1536816,6775162,4175190,562372,129348,51422,10204,,,13475876,,9196,1928,303986,258472,667892,10662342,1345362,25290,8,0,,,,,,,,,,,,,,,,,,,,83780,,,,,,,,,,,,,,,,812560,2817760,2209368,1195716,2400712,1985714,1288694,462334,101270,348,,
neg,47736,,188,178,0,0,0,0,0,0,6882,1046670,2000908,377492,21656,0,1500652,0,0,0,0,0,3343368,2956330,845460,249018,0,0,0,0,968,260,0,0,0,0,0,19600,249190,793030,2391788,0,5010,2264,3464,209272,2438594,794920,84,0,0,0,1276810,795010,349280,240900,192050,282326,317232,0,0,0,4190774,0,14,74,26,1500652,38144,582006,261516,241160,247280,237100,,,,,,105220,47735.03,4190774,4190774,4112504,20876,4390,47270,544020,3453608,1209600,104732,6,100,0,2867070.72,0.0,581011.2,0,0,0,0,0,138888,1417284,1404820,432694,51574,7494,854,602,610,4190774,,8694,1226,3278,226894,270202,1763786,1144986,34052,490,0,306,1206,2757864,416,0,1002,0,34,2900204,4720,362,0,0,0,0,0,0,0,0,25070,33216,7062,0,0,112714,20364,282020,110266,0,0,0,0,7735060,2659.44,3236,619320,722942,396798,182102,399876,381666,372454,211152,166170,1128,0,0
neg,48158,,106,104,0,0,0,0,0,0,113514,787294,1440860,325166,9476,0,1217230,0,0,0,2964,3956,2520690,2311002,291778,162520,0,0,0,0,146,60,0,0,0,0,0,112394,1306674,1046676,210566,0,2228,2490,3266,14328,1537432,1115316,1250,0,0,0,563002,800030,288638,241576,198018,165788,209496,205152,4610,0,2815904,130,698,172,0,1217230,25316,172008,119028,118340,135100,,,,,,,33100,48157.25,2815904,2815904,2798238,19573,10514,36760,390940,2676310,1209600,82252,0,72,0,2458961.28,0.0,215576.64,0,0,0,0,21140,399150,1047994,1070604,125640,9310,2334,138,122,128,2815904,,3606,498,53068,86524,87350,1517280,878952,48558,474,0,188,172,2048690,73190,0,3182,0,0,2471042,1384,286,0,0,0,0,0,0,0,0,13356,39440,6850,0,0,76830,12548,779200,152078,28644,2096,0,0,42798910,1015.5,1080,236958,410598,297478,145734,278494,298826,223580,185308,545676,53658,0,0
neg,1516,,48,38,0,0,0,0,0,0,130,7120,85038,6712,0,0,50328,0,52,0,0,0,93884,83822,69852,4618,0,0,0,0,42,24,0,0,0,0,0,0,42968,54242,1790,0,6488,2628,2218,3884,4952,78692,138,0,0,0,53576,31914,9146,2520,610,936,266,32,0,0,163804,0,12,28,0,50328,1114,59050,10748,,,,,,,,,69380,1515.98,163804,163804,163122,337,216,15982,163220,99000,1209600,2352,0,22,0,80179.2,0.0,16780.8,0,0,0,0,0,4178,54460,35488,4136,686,52,0,2,10,163804,,1972,32,2242,5968,4258,58136,25242,1114,36,0,108,62,76888,46990,0,158,0,0,81214,138,76,0,0,0,0,0,0,0,0,646,218,82,0,0,1670,336,13100,2404,0,0,0,0,508560,151.88,102,20132,12386,5436,1710,4458,53718,932,48,136,44,0,0
neg,39814,,150,94,0,0,0,0,0,0,65884,1124854,1459848,87272,336,0,1180792,0,0,0,1110,2428,2393632,1970872,1062406,366378,0,0,0,0,370,98,0,0,0,0,0,240540,2022708,267548,207398,0,2964,940,3428,572914,1757576,381418,18954,0,0,0,998690,413210,167694,143530,165142,489528,360280,120,0,0,3457504,0,94,434,2,1180792,37478,844810,216172,359860,467820,,,,,,,229560,39814.11,3457504,3457504,3448364,20750,26564,99776,1032480,2738194,1209600,96310,0,130,0,2381166.72,0.0,353932.8,0,0,0,0,1922,95852,941450,1364136,312736,16184,4830,1084,684,716,3457504,,5056,508,72564,136034,112370,1631290,762508,17728,136,0,242,254,2202348,82256,30,26398,0,0,2409500,1550,338,0,0,0,0,0,0,0,0,22536,41904,7818,0,0,102348,14360,237400,131090,0,0,0,0,38814070,1026.28,1112,372962,549500,443826,211532,391968,327506,196812,109374,133178,1536,0,0
neg,820,,10,8,2,4,0,0,0,0,4654,38168,43142,272,0,0,33872,0,42,0,300,938,83744,66984,38408,5912,0,0,0,0,60,14,0,0,0,0,0,0,0,626,85610,0,1688,32,78,102,4334,80000,2,0,0,0,50640,27376,5884,1454,164,78,116,42,428,54,122556,16,6,0,0,33872,1454,18294,19826,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,37480,819.25,122556,122556,117980,275,0,11446,121520,86236,1209600,2726,0,44,0,50559.36,0.0,33941.76,,,0,0,1762,24250,41130,18376,548,150,20,0,8,22,122556,,1802,50,3156,4958,7792,66530,1948,0,0,0,20,34,51238,12440,0,48,0,0,55014,366,504,0,0,0,0,0,0,0,0,1090,86,10,54712,10276,1938,302,980,98,69796,98,0,0,0,,,37204,14684,4720,1630,5194,2892,4924,14988,0,0,0,0
neg,2208,,0,,0,0,0,0,0,0,210,9860,127252,1704,0,0,63412,0,54,,0,0,133332,123130,15734,6378,0,0,0,0,0,0,0,0,0,0,0,1638,81916,10994,44478,0,2052,386,714,208,2212,133450,4,0,0,0,83114,41330,10278,3200,492,202,392,18,0,0,149080,36,682,52,84,63412,1282,4774,10844,0,0,0,0,0,0,0,0,15400,2207.91,149080,149080,,420,4936,,148740,,1209600,0,,,,126778.56,0.0,10266.24,,,0,0,0,886,95054,41850,1004,220,12,0,,0,149080,,1918,24,6756,14882,7894,93038,13308,1198,8,0,,,,,,,,,,86,38,,,,,,,,,676,912,362,0,0,4664,910,321440,35912,0,0,0,0,,,,13890,24242,8906,5054,20080,66828,26,0,0,0,0,0
neg,29458,,0,,0,0,0,0,0,0,105792,1755294,1649212,147786,0,0,1596886,0,0,0,54,114,2916376,2202074,1101124,484036,0,0,0,0,0,0,0,0,0,0,0,0,826416,2831650,18,0,6648,3188,4400,5688,552928,3084246,980,6,0,0,2298704,477988,210082,140850,110964,99056,119706,187252,13482,0,4020448,98,174,380,640,1596886,64134,298136,797786,297380,338800,350300,1310700,1310700,1310700,1310700,1310700,90680,29457.73,4020448,4020448,3825968,14395,286790,16898,367000,3658084,1209600,0,,,,2489411.52,0.0,1158742.08,,,0,0,6144,627480,1712530,1102626,172798,32148,4358,0,,0,4020448,,9722,1748,331562,622246,480532,1882614,319922,9738,0,0,,,,,,,,,,8358,146,0,0,0,0,0,0,0,0,44754,17294,3244,0,0,118060,19532,7682620,1105242,0,0,0,0,28457720,,,1210204,1194198,275482,190050,489216,222372,66454,6996,2898,214,0,0
neg,37886,,132,114,0,0,0,0,0,1992,171358,947776,1131992,309622,19314,1020,1130830,0,0,0,4420,6532,2255836,1917678,575290,285222,0,0,0,0,458,78,0,0,0,0,0,222918,1503088,744396,112672,0,2278,960,1790,52504,1640364,874446,10732,0,0,0,687168,745590,243582,186440,163488,149366,201922,201974,3544,0,2836176,66,92,590,18,1130830,35622,364152,210000,269860,227060,,,,,,,72100,37885.39,2836176,2836176,2835468,17135,4922,37310,409820,2583074,1209600,89240,0,74,0,2329930.56,0,250851.84,0,0,0,18,47380,379638,972662,928970,229572,20998,3648,188,6,10,2836176,,4944,680,59348,121032,147078,1749308,467300,33186,198,0,266,254,2098112,95014,0,220,0,16,2352304,1986,486,0,0,0,0,0,0,0,0,19872,48780,7058,0,0,85124,12148,801700,107362,372462,6600,0,0,1384710,1210.2,1520,272724,580014,462618,216124,343860,292788,165708,110988,137968,282,0,0
neg,38726,,130,124,0,0,0,0,0,0,9042,712172,1437152,261688,3012,0,1071624,0,0,0,0,0,2250884,2014222,565616,174600,0,0,0,0,226,70,0,0,0,0,0,33508,982480,1312610,94468,0,2858,1872,4514,13158,929634,1469118,1912,0,0,0,750958,732176,190254,145792,124544,113482,159088,205784,988,0,2817132,26,42,276,40,1071624,21136,386584,177108,194580,282960,,,,,,,81700,38726.87,2817132,2817132,2789876,14976,14276,35446,390680,2423066,1209600,58116,2,84,0,2095700.16,0.0,323925.12,0,0,0,0,0,223068,1119342,954630,113954,9808,2254,10,324,340,2817132,,5016,516,20602,177338,137920,1289408,773962,18118,186,0,206,160,1671456,49420,0,5198,0,18,2124306,1890,252,0,0,0,0,0,0,0,0,13364,56908,12522,0,0,62076,7864,6928740,1107816,0,0,0,0,638840,1137.1,1288,343938,379376,283888,140946,289138,287196,218072,174572,294392,11548,0,0
neg,31426,,196,182,0,0,0,0,0,0,642,224952,1762024,528408,25480,1224,1145106,0,0,0,0,0,2346666,2088386,362044,187848,0,0,0,0,988,170,0,0,0,0,0,58528,1330078,1153630,494,0,2296,420,802,3200,981818,1547358,6836,0,0,0,993170,669060,219246,163438,133644,114694,148284,101190,4,0,2709530,38,426,300,0,1145106,24392,164444,195392,126820,208160,,,,,,,19820,31426.92,2709530,2709530,2678702,13781,15288,22908,282140,2542730,1209600,70962,4,140,0,2070896.64,0.0,468533.76,0,0,0,0,0,69624,987920,1188660,276910,16654,2870,92,20,26,2709530,,5446,692,44970,213944,279730,1729968,258934,9012,34,0,262,616,1699778,47806,0,82,0,56,2107188,2520,482,0,0,0,0,0,0,0,0,14708,29128,4720,0,0,63180,8360,1825940,284752,0,0,0,0,259240,1168.16,1636,478512,620436,359008,201088,379410,314340,106178,41284,42058,416,0,0
neg,12,,16,16,0,0,0,0,0,0,66,7990,6406,18,0,0,5142,0,0,0,0,0,10992,5344,10742,2598,0,0,0,0,26,32,0,0,0,0,0,0,7536,0,6944,0,1014,12,32,22,118,13138,144,0,0,0,13056,630,252,94,40,86,304,18,0,0,21786,0,8,4,0,5142,316,3688,7028,,,,,,,,,10460,12.78,21786,21786,23774,20,0,1940,21580,14480,1209600,560,2,2,0,3632.64,0.0,9819.84,0,0,0,0,0,2672,7920,3322,504,62,0,0,12,16,21786,,1068,18,24,42,202,6768,6004,354,0,0,32,106,4324,60,0,30,0,18,4708,122,80,0,0,0,0,0,0,0,0,250,0,0,0,0,50,16,8100,808,0,0,0,0,0,65.8,54,11520,2756,160,16,26,2,0,0,0,0,0,0
